Date,Open,High,Low,Close
20241112,4919.65,4970.27,4828.72,4862.39
20241113,4832.59,4894.34,4825.14,4883.98
20241114,4870.79,4881.99,4773.77,4779.67
20241115,4761.36,4789.42,4687.89,4687.89
20241118,4703.52,4749.58,4624.82,4648.17
20241119,4651.31,4694.55,4586.66,4692.88
20241120,4680.87,4735.26,4671.91,4715.84
20241121,4704.81,4731.45,4687.11,4716.76
20241122,4708.37,4718.0,4566.55,4566.55
20241125,4577.14,4591.98,4499.35,4544.75
20241126,4532.19,4573.35,4523.53,4524.87
20241127,4509.84,4608.55,4488.28,4608.38
20241128,4607.31,4613.13,4557.88,4565.13
20241129,4560.63,4668.85,4560.63,4620.27
20241202,4615.63,4678.66,4608.16,4669.07
20241203,4670.11,4682.43,4632.7,4666.91
20241204,4663.31,4672.97,4619.06,4635.88
20241205,4618.0,4647.91,4614.05,4631.03
20241206,4634.75,4721.46,4632.16,4694.33
20241209,4693.41,4718.48,4659.81,4682.52
20241210,4829.76,4835.09,4707.74,4715.94
20241211,4705.85,4730.95,4700.65,4717.18
20241212,4715.81,4763.25,4706.85,4759.41
20241213,4727.31,4727.31,4648.42,4649.95
20241216,4647.3,4653.92,4604.04,4617.17
20241217,4611.39,4661.0,4611.39,4616.95
20241218,4631.34,4661.28,4630.11,4643.69
20241219,4605.11,4664.18,4591.5,4653.51
20241220,4643.56,4674.41,4632.14,4639.21
20241223,4639.14,4673.61,4622.43,4626.14
20241224,4628.76,4684.44,4628.76,4682.22
20241225,4686.92,4700.02,4652.85,4673.14
20241226,4668.98,4690.97,4655.23,4684.84
20241227,4686.82,4716.01,4668.79,4678.68
20241230,4673.47,4705.78,4673.47,4693.23
20241231,4690.98,4698.3,4608.94,4608.94
20250102,4604.75,4607.87,4443.25,4473.66
20250103,4478.69,4494.12,4404.2,4411.04
20250106,4411.58,4428.34,4377.56,4402.91
20250107,4395.18,4442.64,4380.71,4440.99
20250108,4422.52,4456.12,4351.58,4428.28
20250109,4416.29,4443.22,4407.13,4424.24
20250110,4422.17,4437.57,4365.54,4365.54
20250113,4331.32,4380.1,4330.84,4358.2
20250114,4365.85,4491.23,4354.0,4484.09
20250115,4473.02,4478.3,4444.21,4452.02
20250116,4471.47,4516.12,4429.68,4458.96
20250117,4443.74,4502.55,4436.89,4476.98
20250120,4504.53,4534.69,4489.28,4499.54
20250121,4523.87,4524.69,4482.18,4507.06
20250122,4493.62,4494.47,4448.01,4466.66
20250123,4504.55,4545.73,4463.82,4463.97
20250124,4452.77,4519.86,4452.43,4504.01
20250127,4509.72,4527.05,4478.66,4478.66
20250205,4517.17,4517.41,4453.54,4468.24
20250206,4462.06,4541.52,4460.47,4540.92
